"Date","deep_mean","shal_mean","deep_n","shal_n","deep_dose","shal_dose","Rdt"
"2009-10-08",0.723733333333333,8.74996666666667,288,288,0.06253056,0.75599712,2009-10-08
"2009-10-09",6.79113333333333,14.1549746527778,288,288,0.58675392,1.22298981,2009-10-09
"2009-10-10",1.58163333333333,25.5320284722222,288,288,0.13665312,2.20596726,2009-10-10
"2009-10-11",0.0483,13.8347555555556,288,288,0.00417312,1.19532288,2009-10-11
"2009-10-12",1.54483333333333,19.9721538194444,288,288,0.1334736,1.72559409,2009-10-12
"2009-10-13",1.45743333333333,20.2988256944444,288,288,0.12592224,1.75381854,2009-10-13
"2009-10-14",2.51773333333333,14.1017392361111,288,288,0.21753216,1.21839027,2009-10-14
"2009-10-15",9.6784,28.9608732638889,288,288,0.83621376,2.50221945,2009-10-15
"2009-10-16",9.3955,20.1044357638889,288,288,0.8117712,1.73702325,2009-10-16
"2009-10-17",5.58823333333333,14.0872204861111,288,288,0.48282336,1.21713585,2009-10-17
"2009-10-18",9.223,27.0589170138889,288,288,0.7968672,2.33789043,2009-10-18
"2009-10-19",11.3957333333333,18.0855229166667,288,288,0.98459136,1.56258918,2009-10-19
"2009-10-20",9.1057,17.9637267361111,288,288,0.78673248,1.55206599,2009-10-20
"2009-10-21",6.66463333333333,15.6544388888889,288,288,0.57582432,1.35254352,2009-10-21
"2009-10-22",17.1894333333333,16.4957197916667,288,288,1.48516704,1.42523019,2009-10-22
"2009-10-23",12.4752,23.9301263888889,288,288,1.07785728,2.06756292,2009-10-23
"2009-10-24",22.3613666666667,18.3936430555556,288,288,1.93202208,1.58921076,2009-10-24
"2009-10-25",15.4460333333333,24.1067711805556,288,288,1.33453728,2.08282503,2009-10-25
"2009-10-26",5.244,6.77138368055556,288,288,0.4530816,0.58504755,2009-10-26
"2009-10-27",10.2725666666667,17.7580444444444,288,288,0.88754976,1.53429504,2009-10-27
"2009-10-28",0.713,6.1849875,288,288,0.0616032,0.53438292,2009-10-28
"2009-10-29",1.37463333333333,8.01596319444444,288,288,0.11876832,0.69257922,2009-10-29
"2009-10-30",2.00483333333333,7.063371875,288,288,0.1732176,0.61027533,2009-10-30
"2009-10-31",2.40503333333333,8.24342361111111,288,288,0.20779488,0.7122318,2009-10-31
"2009-11-01",6.37866666666667,6.23338333333333,288,288,0.5511168,0.53856432,2009-11-01
"2009-11-02",13.2717666666667,8.65075520833333,288,288,1.14668064,0.74742525,2009-11-02
"2009-11-03",17.9216,15.8044659722222,288,288,1.54842624,1.36550586,2009-11-03
"2009-11-04",3.19623333333333,11.2375125,288,288,0.27615456,0.97092108,2009-11-04
"2009-11-05",8.2915,11.4456145833333,288,288,0.7163856,0.9889011,2009-11-05
"2009-11-06",17.0897666666667,13.3298256944444,288,288,1.47655584,1.15169694,2009-11-06
"2009-11-07",13.7923333333333,11.3673746527778,288,288,1.1916576,0.98214117,2009-11-07
"2009-11-08",23.8671,9.12987395833333,288,288,2.06211744,0.78882111,2009-11-08
"2009-11-09",5.90026666666667,6.20111944444444,288,288,0.50978304,0.53577672,2009-11-09
"2009-11-10",1.80013333333333,3.55790034722222,288,288,0.15553152,0.30740259,2009-11-10
"2009-11-11",3.83946666666667,37.29048113879,288,281,0.33172992,3.14358756,2009-11-11
"2009-11-12",0.1679,13.1423517361111,288,288,0.01450656,1.13549919,2009-11-12
"2009-11-13",0.824166666666667,32.6919444444444,288,288,0.071208,2.824584,2009-11-13
"2009-11-14",0.479166666666667,15.5647868055556,288,288,0.0414,1.34479758,2009-11-14
"2009-11-15",4.51336666666667,37.6213954861111,288,288,0.38995488,3.25048857,2009-11-15
"2009-11-16",2.2471,43.8499711805556,288,288,0.19414944,3.78863751,2009-11-16
"2009-11-17",3.15943333333333,57.0702513888889,288,288,0.27297504,4.93086972,2009-11-17
"2009-11-18",9.08116666666667,65.439959375,288,288,0.7846128,5.65401249,2009-11-18
"2009-11-19",13.7348333333333,63.010871875,288,288,1.1866896,5.44413933,2009-11-19
"2009-11-20",6.6286,51.0146388888889,288,288,0.57271104,4.4076648,2009-11-20
"2009-11-21",3.8985,56.3983559027778,288,288,0.3368304,4.87281795,2009-11-21
"2009-11-22",11.7200333333333,75.6229298611111,288,288,1.01261088,6.53382114,2009-11-22
"2009-11-23",6.3526,64.3831732638889,288,288,0.54886464,5.56270617,2009-11-23
"2009-11-24",14.4401666666667,77.4038805555556,288,288,1.2476304,6.68769528,2009-11-24
"2009-11-25",9.68503094339623,31.8233270833333,265,288,0.76995996,2.74953546,2009-11-25
"2009-11-26",15.3108284722222,64.9106159722222,288,288,1.32285558,5.60827722,2009-11-26
"2009-11-27",6.35437291666667,42.5422934027778,288,288,0.54901782,3.67565415,2009-11-27
"2009-11-28",6.89882604166667,45.6793895833333,288,288,0.59605857,3.94669926,2009-11-28
"2009-11-29",2.89245763888889,43.26170625,288,288,0.24990834,3.73781142,2009-11-29
"2009-11-30",2.04069097222222,18.6819256944444,288,288,0.1763157,1.61411838,2009-11-30
"2009-12-01",9.83806631944444,56.4981423611111,288,288,0.85000893,4.8814395,2009-12-01
"2009-12-02",6.78348263888889,21.1661333333333,288,288,0.5860929,1.82875392,2009-12-02
"2009-12-03",18.5226986111111,80.4307364583333,288,288,1.60036116,6.94921563,2009-12-03
"2009-12-04",8.55315694444444,58.648778125,288,288,0.73899276,5.06725443,2009-12-04
"2009-12-05",18.6517541666667,74.1622461805556,288,288,1.61151156,6.40761807,2009-12-05
"2009-12-06",6.66410625,17.9843708333333,288,288,0.57577878,1.55384964,2009-12-06
"2009-12-07",22.1225420138889,53.1909340277778,288,288,1.91138763,4.5956967,2009-12-07
"2009-12-08",7.56749513888889,13.3951440972222,288,288,0.65383158,1.15734045,2009-12-08
"2009-12-09",2.97795694444444,5.40272395833333,288,288,0.25729548,0.46679535,2009-12-09
"2009-12-10",10.8922888888889,15.31009375,288,288,0.94109376,1.3227921,2009-12-10
"2009-12-11",13.1741524305556,14.7874027777778,288,288,1.13824677,1.2776316,2009-12-11
"2009-12-12",17.0554982638889,29.1956170138889,288,288,1.47359505,2.52250131,2009-12-12
"2009-12-13",16.0230538194444,34.0024732638889,288,288,1.38439185,2.93781369,2009-12-13
"2009-12-14",18.3613791666667,31.1970482638889,288,288,1.58642316,2.69542497,2009-12-14
"2009-12-15",12.7740802083333,33.1443097222222,288,288,1.10368053,2.86366836,2009-12-15
"2009-12-16",16.4949131944444,31.1844628158845,288,277,1.4251605,2.59142886,2009-12-16
"2009-12-17",25.7280315972222,36.1429666666667,288,288,2.22290193,3.12275232,2009-12-17
"2009-12-18",4.74359826388889,20.2078,288,288,0.40984689,1.74595392,2009-12-18
"2009-12-19",9.67432708333333,33.9434,288,288,0.83586186,2.93270976,2009-12-19
"2009-12-20",9.94857013888889,33.9035333333333,288,288,0.85955646,2.92926528,2009-12-20
"2009-12-21",0.0596881944444444,13.6712,288,288,0.00515706,1.18119168,2009-12-21
"2009-12-22",8.94113020833333,47.2458333333333,288,288,0.77251365,4.08204,2009-12-22
"2009-12-23",7.66267361111111,52.5994666666667,288,288,0.662055,4.54459392,2009-12-23
"2009-12-24",12.3078670138889,47.1009333333333,288,288,1.06339971,4.06952064,2009-12-24
"2009-12-25",8.28536666666667,27.8614333333333,288,288,0.71585568,2.40722784,2009-12-25
"2009-12-26",3.25703958333333,11.6065666666667,288,288,0.28140822,1.00280736,2009-12-26
"2009-12-27",15.1874190972222,50.7303333333333,288,288,1.31219301,4.3831008,2009-12-27
"2009-12-28",13.2798166666667,29.1586333333333,288,288,1.14737616,2.51930592,2009-12-28
"2009-12-29",22.5613309027778,46.4439,288,288,1.94929899,4.01275296,2009-12-29
"2009-12-30",15.1188583333333,42.9218333333333,288,288,1.30626936,3.7084464,2009-12-30
"2009-12-31",0.803370833333333,14.1749,288,288,0.06941124,1.22471136,2009-12-31
"2010-01-01",10.4220427083333,31.0063,288,288,0.90046449,2.67894432,2010-01-01
"2010-01-02",10.0203572916667,32.8677666666667,288,288,0.86575887,2.83977504,2010-01-02
"2010-01-03",0.288761805555556,14.5881333333333,288,288,0.02494902,1.26041472,2010-01-03
"2010-01-04",0.950171527777778,22.7424,288,288,0.08209482,1.96494336,2010-01-04
"2010-01-05",2.969084375,21.1423666666667,288,288,0.25652889,1.82670048,2010-01-05
"2010-01-06",7.56265555555556,21.2696333333333,288,288,0.65341344,1.83769632,2010-01-06
"2010-01-07",4.45564305555556,10.6911666666667,288,288,0.38496756,0.9237168,2010-01-07
"2010-01-08",4.83555034722222,32.5710666666667,288,288,0.41779155,2.81414016,2010-01-08
"2010-01-09",4.8492625,21.9289666666667,288,288,0.41897628,1.89466272,2010-01-09
"2010-01-10",1.49543125,9.81563333333333,288,288,0.12920526,0.84807072,2010-01-10
"2010-01-11",5.18158055555556,23.0973666666667,288,288,0.44768856,1.99561248,2010-01-11
"2010-01-12",2.06004930555556,23.4316333333333,288,288,0.17798826,2.02449312,2010-01-12
"2010-01-13",2.07779444444444,15.8654,288,288,0.17952144,1.37077056,2010-01-13
"2010-01-14",1.09777881944444,16.9694975265018,288,283,0.09484809,1.44071034,2010-01-14
"2010-01-15",1.94954548611111,52.5865131944444,288,288,0.16844073,4.54347474,2010-01-15
"2010-01-16",1.91486180555556,42.7893836805556,288,288,0.16544406,3.69700275,2010-01-16
"2010-01-17",0.354096180555556,19.7292083333333,288,288,0.03059391,1.7046036,2010-01-17
"2010-01-18",0.0129055555555556,22.4890166666667,288,288,0.00111504,1.94305104,2010-01-18
"2010-01-19",0.408944791666667,27.4564815972222,288,288,0.03533283,2.37224001,2010-01-19
"2010-01-20",0.3194125,37.1566756944444,288,288,0.02759724,3.21033678,2010-01-20
"2010-01-21",2.44802256944444,35.9297774305556,288,288,0.21150915,3.10433277,2010-01-21
"2010-01-22",3.12475763888889,28.610203125,288,288,0.26997906,2.47192155,2010-01-22
"2010-01-23",10.1227951388889,106.459796527778,288,288,0.8746095,9.19812642,2010-01-23
"2010-01-24",6.26887361111111,49.0417180555556,288,288,0.54163068,4.23720444,2010-01-24
"2010-01-25",5.60343090277778,48.7509118055556,288,288,0.48413643,4.21207878,2010-01-25
"2010-01-26",19.6640336805556,94.1528,288,288,1.69897251,8.13480192,2010-01-26
"2010-01-27",10.5325465277778,64.6274125,288,288,0.91001202,5.58380844,2010-01-27
"2010-01-28",20.454015,63.5867822916667,280,288,1.71813726,5.49389799,2010-01-28
"2010-01-29",16.8091666666667,47.5278149305556,288,288,1.452312,4.10640321,2010-01-29
"2010-01-30",4.50493333333333,21.9672760416667,288,288,0.38922624,1.89797265,2010-01-30
"2010-01-31",22.9785333333333,28.2044048611111,288,288,1.98534528,2.43686058,2010-01-31
"2010-02-01",4.7311,15.8175791666667,288,288,0.40876704,1.36663884,2010-02-01
"2010-02-02",22.4464666666667,80.1047673611111,288,288,1.93937472,6.9210519,2010-02-02
"2010-02-03",15.4199666666667,75.7360211805556,288,288,1.33228512,6.54359223,2010-02-03
"2010-02-04",18.0435,61.8352923611111,288,288,1.5589584,5.34256926,2010-02-04
"2010-02-05",7.6107,52.5988677083333,288,288,0.65756448,4.54454217,2010-02-05
"2010-02-06",13.3262,61.8153350694444,288,288,1.15138368,5.34084495,2010-02-06
"2010-02-07",12.5296333333333,28.2576243055556,288,288,1.08256032,2.44145874,2010-02-07
"2010-02-08",23.5037,56.6416447916667,288,288,2.03071968,4.89383811,2010-02-08
"2010-02-09",10.2135333333333,30.6049819444444,288,288,0.88244928,2.64427044,2010-02-09
"2010-02-10",6.3756,13.2288333333333,288,288,0.55085184,1.1429712,2010-02-10
"2010-02-11",11.684,35.4935680555556,288,288,1.0094976,3.06664428,2010-02-11
"2010-02-12",18.5533333333333,33.0350197916667,288,288,1.603008,2.85422571,2010-02-12
"2010-02-13",12.9574333333333,22.63156875,288,288,1.11952224,1.95536754,2010-02-13
"2010-02-14",8.1489,15.1466340277778,288,288,0.70406496,1.30866918,2010-02-14
"2010-02-15",8.39806666666667,20.5911732638889,288,288,0.72559296,1.77907737,2010-02-15
"2010-02-16",12.9628,30.4225152777778,288,288,1.11998592,2.62850532,2010-02-16
"2010-02-17",0.290566666666667,5.47209930555556,288,288,0.02510496,0.47278938,2010-02-17
"2010-02-18",0.431633333333333,10.4319614583333,288,288,0.03729312,0.90132147,2010-02-18
"2010-02-19",3.45766666666667,23.41845625,288,288,0.2987424,2.02335462,2010-02-19
"2010-02-20",11.0147,46.03291875,288,288,0.95167008,3.97724418,2010-02-20
"2010-02-21",12.8616,42.3560253472222,288,288,1.11124224,3.65956059,2010-02-21
"2010-02-22",10.1315,41.7468527777778,288,288,0.8753616,3.60692808,2010-02-22
"2010-02-23",9.69833333333333,43.91174375,288,288,0.837936,3.79397466,2010-02-23
"2010-02-24",9.44073333333333,41.7259451388889,288,288,0.81567936,3.60512166,2010-02-24
"2010-02-25",1.4674,24.8667854166667,288,288,0.12678336,2.14849026,2010-02-25
"2010-02-26",8.4272,42.7314125,288,288,0.72811008,3.69199404,2010-02-26
"2010-02-27",10.5194333333333,36.7670333333333,288,288,0.90887904,3.17667168,2010-02-27
"2010-02-28",1.10783333333333,11.0031201388889,288,288,0.0957168,0.95066958,2010-02-28
"2010-03-01",1.31023333333333,10.8415611111111,288,288,0.11320416,0.93671088,2010-03-01
"2010-03-02",3.44693333333333,20.0817871527778,288,288,0.29781504,1.73506641,2010-03-02
"2010-03-03",3.5972,16.9399392361111,288,288,0.31079808,1.46361075,2010-03-03
"2010-03-04",2.29693333333333,18.175390625,288,288,0.19845504,1.57035375,2010-03-04
"2010-03-05",0.576533333333333,6.047059375,288,288,0.04981248,0.52246593,2010-03-05
"2010-03-06",1.45743333333333,9.964390625,288,288,0.12592224,0.86092335,2010-03-06
"2010-03-07",0.840266666666667,9.01499375,288,288,0.07259904,0.77889546,2010-03-07
"2010-03-08",0.1081,7.37564479166667,288,288,0.00933984,0.63725571,2010-03-08
"2010-03-09",0.0835666666666667,2.69328402777778,288,288,0.00722016,0.23269974,2010-03-09
"2010-03-10",1.56093333333333,12.3098475694444,288,288,0.13486464,1.06357083,2010-03-10
"2010-03-11",2.26626666666667,10.5574072916667,288,288,0.19580544,0.91215999,2010-03-11
"2010-03-12",0.622533333333333,32.9684954861111,288,288,0.05378688,2.84847801,2010-03-12
"2010-03-13",0.137233333333333,9.62986840277778,288,288,0.01185696,0.83202063,2010-03-13
"2010-03-14",0.217733333333333,13.5148878472222,288,288,0.01881216,1.16768631,2010-03-14
"2010-03-15",0.399433333333333,NA,288,0,0.03451104,NA,2010-03-15
"2010-03-16",0.665466666666667,NA,288,0,0.05749632,NA,2010-03-16
"2010-03-17",0.276766666666667,NA,288,0,0.02391264,NA,2010-03-17
"2010-03-18",1.16916666666667,NA,288,0,0.101016,NA,2010-03-18
"2010-03-19",5.4349,NA,288,0,0.46957536,NA,2010-03-19
"2010-03-20",1.0718,NA,288,0,0.09260352,NA,2010-03-20
"2010-03-21",3.87396666666667,NA,288,0,0.33471072,NA,2010-03-21
"2010-03-22",0.6348,NA,288,0,0.05484672,NA,2010-03-22
"2010-03-23",3.83716666666667,NA,288,0,0.3315312,NA,2010-03-23
"2010-03-24",4.25423333333333,NA,288,0,0.36756576,NA,2010-03-24
"2010-03-25",2.8336,NA,288,0,0.24482304,NA,2010-03-25
"2010-03-26",6.01296666666667,NA,288,0,0.51952032,NA,2010-03-26
"2010-03-27",3.25603333333333,NA,288,0,0.28132128,NA,2010-03-27
"2010-03-28",3.04826666666667,NA,288,0,0.26337024,NA,2010-03-28
"2010-03-29",1.5801,NA,288,0,0.13652064,NA,2010-03-29
"2010-03-30",0.592633333333333,NA,288,0,0.05120352,NA,2010-03-30
"2010-03-31",1.05723333333333,NA,288,0,0.09134496,NA,2010-03-31
"2010-04-01",1.54866666666667,NA,288,0,0.1338048,NA,2010-04-01
"2010-04-02",3.3925,NA,288,0,0.293112,NA,2010-04-02
"2010-04-03",0.426266666666667,NA,288,0,0.03682944,NA,2010-04-03
"2010-04-04",1.6307,NA,288,0,0.14089248,NA,2010-04-04
"2010-04-05",6.4584,NA,288,0,0.55800576,NA,2010-04-05
"2010-04-06",4.57163333333333,NA,288,0,0.39498912,NA,2010-04-06
"2010-04-07",1.0051,NA,288,0,0.08684064,NA,2010-04-07
"2010-04-08",3.61253333333333,NA,288,0,0.31212288,NA,2010-04-08
"2010-04-09",5.2417,NA,288,0,0.45288288,NA,2010-04-09
"2010-04-10",2.72933333333333,NA,288,0,0.2358144,NA,2010-04-10
"2010-04-11",0.6394,NA,288,0,0.05524416,NA,2010-04-11
"2010-04-12",1.01506666666667,NA,288,0,0.08770176,NA,2010-04-12
"2010-04-13",1.2742,NA,288,0,0.11009088,NA,2010-04-13
"2010-04-14",1.4904,NA,288,0,0.12877056,NA,2010-04-14
"2010-04-15",0.353433333333333,NA,288,0,0.03053664,NA,2010-04-15
"2010-04-16",0.732933333333333,NA,288,0,0.06332544,NA,2010-04-16
"2010-04-17",2.8796,NA,288,0,0.24879744,NA,2010-04-17
"2010-04-18",2.99,NA,288,0,0.258336,NA,2010-04-18
"2010-04-19",2.52846666666667,NA,288,0,0.21845952,NA,2010-04-19
"2010-04-20",0.0475333333333333,NA,288,0,0.00410688,NA,2010-04-20
"2010-04-21",5.19186666666667,NA,288,0,0.44857728,NA,2010-04-21
"2010-04-22",1.49576666666667,NA,288,0,0.12923424,NA,2010-04-22
"2010-04-23",4.85498415492958,NA,284,0,0.41364465,NA,2010-04-23
"2010-04-24",1.99068194444444,NA,288,0,0.17199492,NA,2010-04-24
"2010-04-25",0.370228125,NA,288,0,0.03198771,NA,2010-04-25
"2010-04-26",0.544453125,NA,288,0,0.04704075,NA,2010-04-26
"2010-04-27",0.0604947916666667,NA,288,0,0.00522675,NA,2010-04-27
"2010-04-28",0.0750135416666667,NA,288,0,0.00648117,NA,2010-04-28
"2010-04-29",0.381520486111111,NA,288,0,0.03296337,NA,2010-04-29
"2010-04-30",1.74144340277778,NA,288,0,0.15046071,NA,2010-04-30
"2010-05-01",3.332053125,NA,288,0,0.28788939,NA,2010-05-01
"2010-05-02",1.822103125,NA,288,0,0.15742971,NA,2010-05-02
"2010-05-03",1.22844756944444,NA,288,0,0.10613787,NA,2010-05-03
"2010-05-04",3.28769027777778,NA,288,0,0.28405644,NA,2010-05-04
"2010-05-05",3.56919270833333,NA,288,0,0.30837825,NA,2010-05-05
"2010-05-06",4.37901631944444,NA,288,0,0.37834701,NA,2010-05-06
"2010-05-07",1.63255277777778,NA,288,0,0.14105256,NA,2010-05-07
"2010-05-08",3.17154027777778,NA,288,0,0.27402108,NA,2010-05-08
"2010-05-09",4.77908854166667,NA,288,0,0.41291325,NA,2010-05-09
"2010-05-10",3.47966041666667,NA,288,0,0.30064266,NA,2010-05-10
"2010-05-11",0.775946527777778,NA,288,0,0.06704178,NA,2010-05-11
"2010-05-12",1.97374340277778,NA,288,0,0.17053143,NA,2010-05-12
"2010-05-13",0.0919520833333333,NA,288,0,0.00794466,NA,2010-05-13
"2010-05-14",0.267790277777778,NA,288,0,0.02313708,NA,2010-05-14
"2010-05-15",0.438788888888889,NA,288,0,0.03791136,NA,2010-05-15
"2010-05-16",1.29297534722222,NA,288,0,0.11171307,NA,2010-05-16
"2010-05-17",3.64097986111111,NA,288,0,0.31458066,NA,2010-05-17
"2010-05-18",2.48109305555556,NA,288,0,0.21436644,NA,2010-05-18
"2010-05-19",1.3938,NA,288,0,0.12042432,NA,2010-05-19
"2010-05-20",4.76537638888889,NA,288,0,0.41172852,NA,2010-05-20
"2010-05-21",0.467019791666667,NA,288,0,0.04035051,NA,2010-05-21
"2010-05-22",2.04956354166667,NA,288,0,0.17708229,NA,2010-05-22
"2010-05-23",3.74180451388889,NA,288,0,0.32329191,NA,2010-05-23
"2010-05-24",0.781592708333333,NA,288,0,0.06752961,NA,2010-05-24
"2010-05-25",0,NA,288,0,0,NA,2010-05-25
"2010-05-26",0,NA,288,0,0,NA,2010-05-26
"2010-05-27",0,NA,288,0,0,NA,2010-05-27
"2010-05-28",0,NA,288,0,0,NA,2010-05-28
"2010-05-29",0,NA,288,0,0,NA,2010-05-29
"2010-05-30",0,NA,288,0,0,NA,2010-05-30
"2010-05-31",0,NA,288,0,0,NA,2010-05-31
"2010-06-01",0.00161319444444444,NA,288,0,0.00013938,NA,2010-06-01
"2010-06-02",0.00241979166666667,NA,288,0,0.00020907,NA,2010-06-02
"2010-06-03",0.0854993055555556,NA,288,0,0.00738714,NA,2010-06-03
"2010-06-04",0.00161319444444444,NA,288,0,0.00013938,NA,2010-06-04
"2010-06-05",0.0613013888888889,NA,288,0,0.00529644,NA,2010-06-05
"2010-06-06",0.365388541666667,NA,288,0,0.03156957,NA,2010-06-06
"2010-06-07",0,NA,288,0,0,NA,2010-06-07
"2010-06-08",0.000806597222222222,NA,288,0,6.969e-05,NA,2010-06-08
"2010-06-09",0.0895322916666667,NA,288,0,0.00773559,NA,2010-06-09
"2010-06-10",0.0169385416666667,NA,288,0,0.00146349,NA,2010-06-10
"2010-06-11",0.151640277777778,NA,288,0,0.01310172,NA,2010-06-11
"2010-06-12",0.128248958333333,NA,288,0,0.01108071,NA,2010-06-12
"2010-06-13",0.710612152777778,NA,288,0,0.06139689,NA,2010-06-13
"2010-06-14",0.708998958333333,NA,288,0,0.06125751,NA,2010-06-14
"2010-06-15",0.229880208333333,NA,288,0,0.01986165,NA,2010-06-15
"2010-06-16",1.83742847222222,NA,288,0,0.15875382,NA,2010-06-16
"2010-06-17",1.40912534722222,NA,288,0,0.12174843,NA,2010-06-17
"2010-06-18",0.246012152777778,NA,288,0,0.02125545,NA,2010-06-18
"2010-06-19",0.922747222222222,NA,288,0,0.07972536,NA,2010-06-19
"2010-06-20",0.0475892361111111,NA,288,0,0.00411171,NA,2010-06-20
"2010-06-21",1.430096875,NA,288,0,0.12356037,NA,2010-06-21
"2010-06-22",0.111310416666667,NA,288,0,0.00961722,NA,2010-06-22
"2010-06-23",0.558971875,NA,288,0,0.04829517,NA,2010-06-23
"2010-06-24",0.504123263888889,NA,288,0,0.04355625,NA,2010-06-24
"2010-06-25",0.469439583333333,NA,288,0,0.04055958,NA,2010-06-25
"2010-06-26",0.397652430555556,NA,288,0,0.03435717,NA,2010-06-26
"2010-06-27",0.0266177083333333,NA,288,0,0.00229977,NA,2010-06-27
"2010-06-28",0.00241979166666667,NA,288,0,0.00020907,NA,2010-06-28
"2010-06-29",0.445241666666667,NA,288,0,0.03846888,NA,2010-06-29
"2010-06-30",1.71563229166667,NA,288,0,0.14823063,NA,2010-06-30
"2010-07-01",2.60127604166667,NA,288,0,0.22475025,NA,2010-07-01
"2010-07-02",0.743682638888889,NA,288,0,0.06425418,NA,2010-07-02
"2010-07-03",1.0743875,NA,288,0,0.09282708,NA,2010-07-03
"2010-07-04",2.49561180555556,NA,288,0,0.21562086,NA,2010-07-04
"2010-07-05",3.46998125,NA,288,0,0.29980638,NA,2010-07-05
"2010-07-06",1.8584,NA,288,0,0.16056576,NA,2010-07-06
"2010-07-07",NA,NA,168,0,NA,NA,2010-07-07
